from,to,type
00189f80ebe6a63d4077d63284587f54c114458b,proceeding::applied sciences::2020,PUBLISHED_IN
0018b0826a9268de63228befa31779d6e87ee615,proceeding::international journal of technology assessment in health care::2019,PUBLISHED_IN
0018ea5ba5b08a7cb584d82e0caac06a249fdc7f,proceeding::agronomy::2020,PUBLISHED_IN
0018fabdd08706a00d284cc139310daf3f3f00bb,"proceeding::2023 ieee international conference on electrical, automation and computer engineering (iceace)::2023",PUBLISHED_IN
001942e9bf59f052ac6ab5ec62d263370c2e9c9e,proceeding::international conference on industrial mechatronics and automation::2010,PUBLISHED_IN
00196f9f0e0944ff7d0b5887536e4587fcf1ea07,proceeding::gut::2022,PUBLISHED_IN
00197a59e99462d6e65d373504459458ee2da389,proceeding::journal of applied ecology::2020,PUBLISHED_IN
00197a8318cb1f584c0c6374426b12efe01d6e28,proceeding::british journal of healthcare management::2021,PUBLISHED_IN
0019d466430b7ff17c29c533319a3f3df10175f7,proceeding::journal of hydrology::2018,PUBLISHED_IN
001a177aac2f60a62a791fda7e8111bc05073d0d,proceeding::2012 international conference on computer vision in remote sensing::2012,PUBLISHED_IN
001a1f3fc94c4477852518831ca2ba48d98d8b08,proceeding::designs::2022,PUBLISHED_IN
001a2afba3ba5dddab1650514a8ba9cb6a2cca77,proceeding::innovation in aging::2019,PUBLISHED_IN
001aa2bbc4572701de8360268bcb24397d50e5da,proceeding::photonics europe::2010,PUBLISHED_IN
001b466eacbc535901e9c582aefbfb3f1a6d848f,proceeding::coral reefs::2005,PUBLISHED_IN
001b7cb82418fcb31e3b7173e7ab82c6b652c372,proceeding::herpetological monographs::2017,PUBLISHED_IN
001bae6629a9aa56b17a222cfaa8d500ebd43587,proceeding::biorxiv::2019,PUBLISHED_IN
001bcf9d807c575fd730588aebbb37f2ee3941b1,proceeding::proceedings of the international scientific and practical conference strategy of development of regional ecosystems “education-science-industry” (ispcr 2021)::2022,PUBLISHED_IN
001c61d8ee148c9ceaae2b4672218c1aeefb1e0b,proceeding::asian journal of agricultural extension economics & sociology::2019,PUBLISHED_IN
001c7118651a4dd643a3fabecab2668db1df78d2,proceeding::journal of physics: conference series::2019,PUBLISHED_IN
001c860f9c90d6cfdb780139c444f23f763a6ef7,proceeding::british journal of surgery::2022,PUBLISHED_IN
001ca7162107d2f7af81fecc4eec741077696a28,proceeding::chemical engineering research & design::2018,PUBLISHED_IN
001dba90e7d5a6f5299cb6b315ee6d94ba66cbbb,proceeding::pakistan journal of medical &amp; health sciences::2022,PUBLISHED_IN
001dc3198cc1f062947d763a376daef8a4958c27,proceeding::proceedings of the 2025 international conference on economic management and big data application::2025,PUBLISHED_IN
001dd13fab3eb46cc5fc2137752b88d35de400a7,proceeding::archives of physical medicine and rehabilitation::2022,PUBLISHED_IN
001de7984113d00ae13a09654309dabb10de3dc5,proceeding::logistik im wandel der zeit – von der produktionssteuerung zu vernetzten supply chains::2019,PUBLISHED_IN
001e15a42d3c2aec68347747873726124a0d3827,proceeding::international conference on recent trends in information technology::2011,PUBLISHED_IN
001e32c23304e8e78dce0e738f2182ea52e873e5,proceeding::journal of lightwave technology::2016,PUBLISHED_IN
001e4a9c679e6bfa0183ff102fad2f688466bd5b,proceeding::geological society london engineering geology special publications::1996,PUBLISHED_IN
001e4f495e09fd7a59b5e528c816f566a4d1cf7e,proceeding::2024 opju international technology conference (otcon) on smart computing for innovation and advancement in industry 4.0::2024,PUBLISHED_IN
001e55795905b1b6ab831d69113dbef34f4151a9,proceeding::2025 world skills conference on universal data analytics and sciences (worldsuas)::2025,PUBLISHED_IN
001e5e9878da2f2c2c78ce40b9196d405ad66c7d,proceeding::neurology clinical practice::2017,PUBLISHED_IN
001edc548d0737f38abaadb95dc12df4b234c538,proceeding::veterinary anatomy and physiology::2019,PUBLISHED_IN
001f6d542e320ccfd349a6a0ca355d9f7e22b704,"proceeding::2021 joint international conference on digital arts, media and technology with ecti northern section conference on electrical, electronics, computer and telecommunication engineering::2021",PUBLISHED_IN
001ffe79382082c04c020ac10b59431d04122474,proceeding::european urology::2011,PUBLISHED_IN
00202b283a1f5ddc449e8e99aef3bbf3a4549d59,"proceeding::international conference on wireless communications, networking and mobile computing::2008",PUBLISHED_IN
002067d0bde0ceb1d25e11c84662390e7d098043,proceeding::2023 8th international conference on cloud computing and big data analytics (icccbda)::2023,PUBLISHED_IN
00209e2e3187b37fde465143c06bf63be99f2602,proceeding::czech journal of civil engineering::2017,PUBLISHED_IN
0020b291bf64478e7992f667e4f7ceed364e6908,proceeding::international journal of entertainment technology and management::2020,PUBLISHED_IN
0020dc8af061201c1c46a679f50b73cdb23a77f7,proceeding::international symposium on medical simulation::2013,PUBLISHED_IN
00210180a8e4b136ee7851c133b248c078f6d29a,proceeding::online international conference on green engineering and technologies::2016,PUBLISHED_IN
00210764643f5cd4aa8476c1c87459fc6a7adead,"proceeding::proceedings. 2005 ieee intelligent transportation systems, 2005.::2005",PUBLISHED_IN
00211c1d4397e19fe3e2629450c02802a436376b,proceeding::international conference on advanced communication technology::2008,PUBLISHED_IN
0021286fcfebfa4f1f06940c5a01ed6ff589c786,proceeding::2025 11th international conference on wireless and telematics (icwt)::2025,PUBLISHED_IN
0002823978bfe94c10f9d14fdaf8c3d2a56545c5,proceeding::asian test symposium::2018,PUBLISHED_IN
0004dccc7e2df41cc980be310d827cc8d58b056a,proceeding::international journal of computer trends and technology::2019,PUBLISHED_IN
00057368c96d4ac05f82e280ceb4531506c921a7,"proceeding::international conference on cryptography, security and privacy::2015",PUBLISHED_IN
00058a0ef19b97ebd08ce2d0eabab2ee7518e2ee,proceeding::open forum infectious diseases::2019,PUBLISHED_IN
0007316746d9d3c2836ff6b81a6c0fb77d34e3f6,proceeding::ieee india conference::2013,PUBLISHED_IN
000abaa062ba2b48c2130a30e1bbfc7d80ee3479,proceeding::international workshop on the semantic web::2013,PUBLISHED_IN
000e09b0db5ec3e2e3fc17c62d2eafa3620785fd,proceeding::international conference on informatics and analytics::2008,PUBLISHED_IN
000f1b7a1ce18539031a77ffc8dddbb940bd6346,proceeding::sustainability science::2020,PUBLISHED_IN
0013676358cdd4d34f58084a22a7953f3d68556d,proceeding::world congress on information and communication technologies::2011,PUBLISHED_IN
0020448d7803cfd3aaba8a58bda4c8184ca518ed,"proceeding::international workshop on databases, information systems, and peer-to-peer computing::2005",PUBLISHED_IN
0021cb24a428354fafe9378363d4a98ba0b962fb,proceeding::icpr workshops::2021,PUBLISHED_IN
002256f63b6e068b6e5d2d0df7b02affe276545e,proceeding::international conference on advances in ict for emerging regions::2016,PUBLISHED_IN
00285a850f04f4f2f910a51a1ebe45c33821d5bb,proceeding::acm sigspatial international workshop on advances in geographic information systems::2011,PUBLISHED_IN
00298eef5c6fcd87b572a876e1e13df9bca85bce,proceeding::international workshop on semantic evaluation::2022,PUBLISHED_IN
002c06eb04c589732c5e226cf0a47d46fabac5cb,proceeding::2007 ieee international workshop on databases for next generation researchers::2007,PUBLISHED_IN
002e1eb84184efe79981b2c08936c80312f0571a,proceeding::acm sigspatial international workshop on advances in geographic information systems::2002,PUBLISHED_IN
003149934c2a50363a786f34fa9724f454f724fb,proceeding::workshop on computational geometry::1991,PUBLISHED_IN
0031570aa2ebdbc0a14d6c2b61d7bbc1c38c9f6e,proceeding::2021 2nd international conference on secure cyber computing and communications (icsccc)::2021,PUBLISHED_IN
003721b87806e598cc5ad4da76e27bb4164a9419,proceeding::journal of clinical oncology::2019,PUBLISHED_IN
003aacc9a706b2f85632b017df4c4c2d99266087,proceeding::international conference on neural networks and brain::2005,PUBLISHED_IN
00401438894565bbbfcd8298edeac9ab2ce2405c,proceeding::biodiversity information science and standards::2019,PUBLISHED_IN
0042cd4b47732cf0260494615aafd3a14ca10895,proceeding::2014 ieee international conference on data mining workshop::2014,PUBLISHED_IN
0043c5d664f7aa835a1d24eda163bf4273d14b9f,"proceeding::international conference on modeling, simulation, and applied optimization::2017",PUBLISHED_IN
00451395df51fc7e5066e7fd65c6060c3493448b,proceeding::annals of internal medicine::1993,PUBLISHED_IN
004b70df72e1b88a2d17469a165481827ce4baea,proceeding::international conferences on biomedical and bioinformatics engineering::2009,PUBLISHED_IN
004ca9290848a95fd04016cf87349a221db87f0f,proceeding::encyclopedia of data warehousing and mining::2009,PUBLISHED_IN
0050a556a1009a348a85e7f666f7c16442837511,proceeding::confluence::2020,PUBLISHED_IN
005ce0cac5a0aa2e9f6279f6655930d6b61b023a,proceeding::2015 international conference on pervasive computing (icpc)::2015,PUBLISHED_IN
005dc06ebe2453f18beb25949710c8a62d761c50,proceeding::proceedings of the sriwijaya international conference on information technology and its applications (siconian 2019)::2020,PUBLISHED_IN
006660077d5658e654194379f2023907d36ab096,proceeding::proceedings of 7th international conference and workshop on database and expert systems applications: dexa 96::1996,PUBLISHED_IN
0067bc22bd100223a18c68c76f7f7153425b0eb8,proceeding::smart::2023,PUBLISHED_IN
0069cab68c6fce8c3ea696fa5ccc83c9997d72d2,proceeding::2022 3rd international conference on smart electronics and communication (icosec)::2022,PUBLISHED_IN
00788d32b5d7940bbf1c1780d48e4d06a4ac924d,proceeding::yoga mimamsa::2022,PUBLISHED_IN
008505dd28fc019062fb1c7bcde19922ad3b4e0e,proceeding::proceedings. the ieee 5th international conference on intelligent transportation systems::2002,PUBLISHED_IN
00883ff104040d32a444103a940e1a514ab76bec,proceeding::2012 second international workshop on developing tools as plug-ins (topi)::2012,PUBLISHED_IN
008c6c99d053b8109ab82abdbf8d7dc84d0a9adf,"proceeding::day 3 thu, may 09, 2024::2024",PUBLISHED_IN
0090cb77d0b924e3270453c4faccc95ff9d3b4a2,proceeding::2024 ieee international conference on intelligent signal processing and effective communication technologies (inspect)::2024,PUBLISHED_IN
0091ad9b85507a1102c93582b5f3b1059cc61ade,proceeding::journal of clinical oncology::2021,PUBLISHED_IN
00949326441eb6feffb1bf0f6d378a998a632b0b,proceeding::proceedings of the 4th international workshop on knowledge-augmented methods for natural language processing::2025,PUBLISHED_IN
009839980b3cae29088e462a24b843785b6a3471,proceeding::big data in bioeconomy::2021,PUBLISHED_IN
009a0619e490ef773c3cac556ab43214289a0e28,proceeding::2016 advances in wireless and optical communications (rtuwo)::2016,PUBLISHED_IN
009dbd3e740040f93c9fe64488b6c299baa73e7b,proceeding::lecture notes in computer science::2016,PUBLISHED_IN
00a02b73a90bb7bda5507e12355b63f931686fe6,proceeding::pharmacy world & science::2004,PUBLISHED_IN
00a327e97bea22c2d86ecf762b6a5044b959c06a,"proceeding::2025 6th international conference on big data, artificial intelligence and internet of things engineering (icbaie)::2025",PUBLISHED_IN
00a9885809c3a8d106ab5bbac3063f1cd3353ecd,proceeding::international conference intelligent computing and control systems::2023,PUBLISHED_IN
00a9d5cb477e3fb7b3eb0ffa6030446edeb92a07,proceeding::spie defense + commercial sensing::2003,PUBLISHED_IN
00ab33517f228adff1d86f703e1fa48e3610b1c4,proceeding::2021 ieee international conference on artificial intelligence and computer applications (icaica)::2021,PUBLISHED_IN
00acc6bf481d6d81995d231e7931113ccc9aa31d,proceeding::acm sigspatial international workshop on advances in geographic information systems::1998,PUBLISHED_IN
00b09c90cea89aa0d61728d1f25ce3be86a78f4f,proceeding::oceans::2009,PUBLISHED_IN
00b1b3b3cc64ce0cbfd1b60a4d8a29510b0261dc,proceeding::ieee india conference::2016,PUBLISHED_IN
00b23989d0d931b9ba78342b940139577c359a7b,proceeding::abstracts of the ica::2019,PUBLISHED_IN
00b3827ce952ca80a3e0ff72f2646dcf92a6bda2,proceeding::2022 international conference on electronics and renewable systems (icears)::2022,PUBLISHED_IN
00b9bbc1490ee661e6c9feaf8c615b8e4b3df148,proceeding::journal of clinical oncology::2023,PUBLISHED_IN
00baa5ceb0e42d3513668f94020aaea3e221029e,proceeding::confluence::2019,PUBLISHED_IN
00bad2cc13ebb8a1c85f564f5b3523fc2d5d0b2f,proceeding::journal of optometry::2022,PUBLISHED_IN
00bbee220d012a792d63ab3398344705a92b1253,proceeding::2022 global reliability and prognostics and health management (phm-yantai)::2022,PUBLISHED_IN
