from,to,type
0003e9a47cf090ddf226f2fa1c907c41c7ac34bd,environmental science and pollution research international,PUBLISHED_IN
0003ee1b69d0395e6f7383c859977a8e27f17c0a,biosfer: jurnal tadris biologi,PUBLISHED_IN
0003f3c7e6e7cf75ea1ef8de9833fe48fdd2b8c1,journal of islamic economics,PUBLISHED_IN
00040bdd447f041a50ae95fd51926cf435ef1eba,italian national conference on sensors,PUBLISHED_IN
00043ebdf59fbe88328078e9f7895cfa12a14887,indian journal of neurotrauma,PUBLISHED_IN
0004412f72d81841f23bb7625aa9b9b52a651a17,ieee international geoscience and remote sensing symposium,PUBLISHED_IN
00044739ad9ed2d30b6434cb86a65b087f242bb4,journal of the japanese association of rural medicine,PUBLISHED_IN
00044a527a0642b08f385cda845331f0fc8cbbfd,italian national conference on sensors,PUBLISHED_IN
0004768f9f99814889d02c01b0344ddd0b236931,transplantation direct,PUBLISHED_IN
0004c0ee9cf7528f8d630ea3902f499a0c7acf62,pain research and management,PUBLISHED_IN
0004c99626346c5420f690468b63253edb2fb3c4,jane - jurnal administrasi negara,PUBLISHED_IN
0004d56897ecd2cad15a6e6f5ee656639b786bd7,acm/ieee international conference on model driven engineering languages and systems,PUBLISHED_IN
0004f38af0cafa82023d8ac95853c885fb4a1cff,frontiers in oncology,PUBLISHED_IN
00051828f819d753c6862795b5477de7aefe307b,south eastern european journal of public health,PUBLISHED_IN
00053931b6bb48ed778edb3d0eaf5de1adc78cf8,international journal of productivity and performance management,PUBLISHED_IN
00056636e9826dd4a7f66cbbc8947162bd9141b4,bmc medical education,PUBLISHED_IN
00058ab3242fe7cd5a2f7d101a07cf325d58a9d0,animals,PUBLISHED_IN
0005aa2487059fb80bf917e2cb91a523ba45e210,be-hisz,PUBLISHED_IN
0005ae1ce48cf8818dc1116ea50662b094659a37,aslib journal of information management,PUBLISHED_IN
0005b514112f349d1c7d29554c3f9a8433315edc,international journal of health planning and management,PUBLISHED_IN
0005bc924539b3f557a5ddf803851185371ff891,lékař a technika,PUBLISHED_IN
0005ca425ed75f4bb364719468fa5103c2dbadac,transportation research part c: emerging technologies,PUBLISHED_IN
0005daf2eeeab8db1be36abe11207ada21a1b806,transactions on emerging telecommunications technologies,PUBLISHED_IN
00060572d39697839a5b719ffea96992dd6d403e,journal of governance innovation,PUBLISHED_IN
00060e5fbd7257ae16cd4cdcb630eba69ea9b02e,strategic journal of business &amp; change management,PUBLISHED_IN
0006121eb238b91f6bf7df98d3594d3057726be0,journal of business & economics research,PUBLISHED_IN
00062b41119d8000ef8509f23e34cc9d7ffd81ff,"ieee uttar pradesh section international conference on electrical, computer and electronics engineering",PUBLISHED_IN
000638c8a107b87dc14e8daab80794f3ae740d14,the international journal of science and society,PUBLISHED_IN
0006463230b2f29a6c35795bb5654287529cdeab,jurnal ilmiah pariwisata dan bisnis,PUBLISHED_IN
000665c9c322f837d62c6a00f37ce6431093af3a,intelligent systems and networks,PUBLISHED_IN
0006996f0fd7fb84a671c471b231a56a47859e2a,ajr. american journal of roentgenology,PUBLISHED_IN
0006b9966d70028a26dd4fe4200e6fa793de5b7c,brain pathology,PUBLISHED_IN
0006e2ad5d26d7e86999fb5ee61ebf8d71cce354,diversity,PUBLISHED_IN
000713f7dda32829a4d6de756552b7e3d6339cbe,"nephrology, dialysis and transplantation",PUBLISHED_IN
0007149b9206211f3055f9eb9286caf91fa799a4,american journal of industrial and business management,PUBLISHED_IN
00072685f1221b6bb51b45c4d51c7ada3287350d,clincal and experimental dermatology,PUBLISHED_IN
00073994565966ec46eb7978c8147d36b11da011,jurnal manajemen agribisnis (journal of agribusiness management),PUBLISHED_IN
00078b27b53f44c2a47985ee5d36d6caf1b3bd6b,ijebd (international journal of entrepreneurship and business development),PUBLISHED_IN
000790e6bb6ce6570565a639d5095399be898e4d,journal of oral rehabilitation,PUBLISHED_IN
000793154e3204ebd60911845ebdb8649dfc14dc,"international journal of education, learning and development",PUBLISHED_IN
0007b1a9083152315f5e561628ed5eca7c3fc974,arxiv.org,PUBLISHED_IN
0007b417c3b383ac45dead1c4ca7758010246463,journal on spesial topics in mobile networks and applications,PUBLISHED_IN
0007cbb5d19979c35ea23dc797b4f204d9317e16,journal of humanitarian logistics and supply chain management,PUBLISHED_IN
0007d3583909c0b3ab15e010782170fd6fa84fc8,international journal of environmental science,PUBLISHED_IN
0007daa32b3a6609abd9ddd815cb0ec08509796b,management sciences,PUBLISHED_IN
0007e9c7a9a05bc1ba7237d7c000a481e7d63da1,applied sciences,PUBLISHED_IN
0008564acd209b748f727e646ec25de0b171bb03,cureus,PUBLISHED_IN
0008d0a1f07dc095095e80b2ce9eb680d60c3934,ieee international symposium on distributed simulation and real-time applications,PUBLISHED_IN
0008f069cf3e6a2a37b572f1a0990b68bc31e119,revista amazonía investiga,PUBLISHED_IN
0008fe2176c37194f13479ec1335c383bdcd123b,ingeniería y universidad,PUBLISHED_IN
0008ff668847db4f437c2dc40fa13a894d22eaee,manazhim,PUBLISHED_IN
000924f9e59d2dd3b7fe1f4bd4560cae7933e484,indian journal of psychiatric nursing,PUBLISHED_IN
00092a36a0c0d524226559881f945a571f758a61,proceedings of the 6th international conference on management science and management innovation (msmi 2019),PUBLISHED_IN
00095a725acbdc0ac44e536a03ad0483b2965bf2,syst.,PUBLISHED_IN
000972874df4b5de9929e83b5115de66329b2deb,"jurnal ekonomi bisnis, manajemen dan akuntansi",PUBLISHED_IN
0009bab32ecfc31ef68375afb6b53a556995aeab,cancer causes and control,PUBLISHED_IN
0009f68da28932c8236cc3fcc17b718260bcb1c1,zbornik radova,PUBLISHED_IN
000a0d61614133772f6f13055e8ba70eb5f5cb91,cureus,PUBLISHED_IN
000a1779aaf160a615b268d833c30cca91f55f98,ieee access,PUBLISHED_IN
000a3a862777eda01278161a949b2ffb3f1e5186,e3s web of conferences,PUBLISHED_IN
000a3bf8fda019e89e8bb3ead6ecf51d3babe5f7,complex & intelligent systems,PUBLISHED_IN
000a3eb5709115fd87a895de78adb2994a4cbbf2,journal of clinical medicine,PUBLISHED_IN
000a481ab749dc35de8b951a5ad6f408dd3752fb,vietnam journal of education,PUBLISHED_IN
000a798984e1e9c9c6b16a2de5c0e9745936dd2f,water resources management,PUBLISHED_IN
000a8c2eee051b0c4e5e217f9920aa9a703b22df,journal of neurological sciences,PUBLISHED_IN
000a8c4b3bfb167812197845c4b800094449cfca,indian journal of gastroenterology,PUBLISHED_IN
000aacbd055565b007854427982a77b632bf3c65,international brazilian journal of urology,PUBLISHED_IN
000ac6f4632ebed77a1b9178ad258387f5af3b49,cases on digital strategies and management issues in modern organizations,PUBLISHED_IN
000acd591eecc1ef8237fdae2cfe6af3646f983a,journal of pure and applied microbiology,PUBLISHED_IN
000aefd3be93379363f37541f2af65a4850f86f8,journal of rawalpindi medical college,PUBLISHED_IN
000b0a06fcf910b22326cd06e5aac5e666db5a43,international journal of academic research in business and social sciences,PUBLISHED_IN
000b0b749b473ab9c5a036f5a71d2f994ac237a8,clinical nutrition espen,PUBLISHED_IN
000b21586159cce55dd0b83daba1a36c4ef7f762,jurnal teknologi  dan sistem informasi bisnis,PUBLISHED_IN
000b3400f51726107976d32f458aa4c308746016,zhonghua liu xing bing xue za zhi = zhonghua liuxingbingxue zazhi,PUBLISHED_IN
000b4015f5a8925863581dbdb88e8d68c72f66c1,journal of extracellular biology,PUBLISHED_IN
000b5fa79dcb0f011e335e63e719a3ce0964fe20,new directions in cultural policy research,PUBLISHED_IN
000b61a3200f233dfd33132691a73b2e90c73332,international journal of research in business and social science,PUBLISHED_IN
000b6c0acd093f9318aa9dae429278b700d8943a,international journal of computer science in sport,PUBLISHED_IN
000b85026bbe1c652e106c58e6016a0e2edb0a6f,pediatric surgery international (print),PUBLISHED_IN
000b8997f185535491642baad00f6b072a936138,"international conference on intelligent transportation, big data and smart city",PUBLISHED_IN
000ba1b23fb361c7918711cf8d45c74c3a90caa5,international journal of ethics and systems,PUBLISHED_IN
000c1b933105ded08f68d3282a177f82be09ec1a,journal of clinical medicine,PUBLISHED_IN
000c32abf5c8b3489edb7463da1aad06089e3aaa,atmosphere,PUBLISHED_IN
000c54aa4ae7f2109fb5d2a04a4d3f04a37eb588,pharmaceutical medicine,PUBLISHED_IN
000c5a54c971aa9b4810ebfd9a010a9c34813b02,current opinion in critical care,PUBLISHED_IN
000c68797c622c00b8f3b112cc01d45022b5e123,ieee conference of russian young researchers in electrical and electronic engineering,PUBLISHED_IN
000c737622144c285bb71feceb64831f147afc88,international journal of advances in scientific research and engineering,PUBLISHED_IN
000c7fb1007484be803dc85dea610311a24efca0,international journal of communication systems,PUBLISHED_IN
000caab378ee4a5379d01451687d51651f7b6fe8,african journal of range and forage science,PUBLISHED_IN
000cb2505fbf72832eca289313177c6632614fea,simulations in medicine,PUBLISHED_IN
000cdf8eb9aca8714b193d2f01a01a555811c4aa,african journal of primary health care & family medicine,PUBLISHED_IN
000ce7abe26062d61f02fc3d7be127d5fb0e4549,nuansa,PUBLISHED_IN
000d0cf7ad39204f2b0c0be848827fcfc43bb7a9,jmir mhealth and uhealth,PUBLISHED_IN
000d630f305adfb6541bd8db7c9c609c3e3501a4,respiratory medicine,PUBLISHED_IN
000d6e8841640efbbea95daf4aacda7e66ed7780,bandung conference series: business and management,PUBLISHED_IN
000d7ca93cc804237f8c48f2f5c824d8d885cfe7,international conference on pattern recognition,PUBLISHED_IN
000d847c785ec0663bead06cd71b9ab7b013ce13,iet cyper-phys. syst.: theory & appl.,PUBLISHED_IN
000d942e4b78f725fbe8f374c06b2bf7dd9a1a31,east african journal of business and economics,PUBLISHED_IN
000d9d30deb3d5c2bcfee230ceac8009a3a6fafa,j-aksi : jurnal akuntansi dan sistem informasi,PUBLISHED_IN
000e0ccb92c2fcde50f612e53515628592d4c593,zhonghua jie he he hu xi za zhi = zhonghua jiehe he huxi zazhi = chinese journal of tuberculosis and respiratory diseases,PUBLISHED_IN
000e0cfcc1cf12503cc333a9c0bdc200a9d8f493,geo journal of tourism and geosites,PUBLISHED_IN
000e14e08fb007ef5fb1b494550d0df1e972e911,journal of contingencies and crisis management,PUBLISHED_IN
000e1d58fd27ec2a09817fa654c556ff11f416bf,"volume 6 number 1, february 2023",PUBLISHED_IN
000e401b2d296c6daa702e66e908082b2aee324a,highlights in science engineering and technology,PUBLISHED_IN
000e61bfe00eb59d9635a30cd459e90dfa3bcd19,global emergency and critical care,PUBLISHED_IN
000e7026f325ece09c580ce8766d8f8b31742392,journal of social science,PUBLISHED_IN
000e84a83c5e65dae786978699781f8bf3c75b8e,jurnal basicedu,PUBLISHED_IN
000e925cd0b6501002bf901b09f321e03e7f9feb,ieee access,PUBLISHED_IN
000e9310fe9826b7b7cfe576f31e9b32c6e4dc21,international nursing review,PUBLISHED_IN
000ea587f470e27887c09c565f7b2d0e21ba623a,south florida journal of development,PUBLISHED_IN
000eae6b156653cb19ce0560bfc71f40d13afce0,scientific journal of astana it university,PUBLISHED_IN
000eb3d44b3b7e43f4221b8e974360c044cb36a0,journal of innovative computing and emerging technologies,PUBLISHED_IN
000ebd15913520bb40dc445f5d4fced8ee75eaec,"journal of sociology, psychology and religious",PUBLISHED_IN
000ec3d0ad8d37dd46f80a06f839737953b3f4ab,journal la multiapp,PUBLISHED_IN
000eed64f34e81cb1d212ffd2208ae698c89ba72,thermal science,PUBLISHED_IN
000f20d7d148478631aa9428bfc5b26a9ebd1517,international journal of management and business economics,PUBLISHED_IN
000f4079fb3f5463ce7f5e566b541fec68a91f02,big data & society,PUBLISHED_IN
000f5df68118221f25cfef878c3c5979e9dc546c,indian journal of otology,PUBLISHED_IN
000fdc1565bcdcb15270b644d95cd554de82a9d4,international journal of advanced research,PUBLISHED_IN
000fde305bf1dfac3eb698ee0f522518e2aee7e6,journal of social work and science education,PUBLISHED_IN
0010110e322b5ed622e9a57ff2aed1b092b3cf9e,sustainability,PUBLISHED_IN
00103e0d11b546c73b472cdd5b7cd2a0472c8819,systems biology in reproductive medicine,PUBLISHED_IN
0010439b2227182fc0265ad89249c3182cdc8b25,teaching english and language learning english journal (telle),PUBLISHED_IN
001051573399311edcf580e302832796b7f9e134,journal of digital business and innovation management,PUBLISHED_IN
00108f632d691f9e2fd9332235a2147c1c6e1a0b,journal of cranio-maxillo-facial surgery : official publication of the european association for cranio-maxillo-facial surgery,PUBLISHED_IN
0010f8e6ce6142a56bc7851f63ee147dff513dc2,journal of ecotourism,PUBLISHED_IN
00111c66bf150dee9620cf4719919e5b25a098b2,journal of pharmaceutical research international,PUBLISHED_IN
00116542297f6014b28a7ae2874c7ca02cf89988,ieee journal on selected areas in communications,PUBLISHED_IN
00117586cebb647b418f11dcbbfa457d1454e923,journal of soil and water conservation,PUBLISHED_IN
001186edfb0fd21f4b6a3216c158fe08d260bebb,"journal of the geographical institute jovan cvijic, sasa",PUBLISHED_IN
00118978fe7ce69566084ebd723bb18ef08b57ba,ssr institute of international journal of life sciences,PUBLISHED_IN
0011b9fac3be27c4441beed82e3134169af9039b,journal of physiotherapy,PUBLISHED_IN
0011bb72b3b767025c79a03c38ab774f003b355b,journal of the endocrine society,PUBLISHED_IN
0011db7fcfd578b5b51245f7d42ba5c76b585c1b,agricultural science,PUBLISHED_IN
0011e97cc4fef044fc30fa6aa2a2848780bba9cb,journal of global health,PUBLISHED_IN
0011ec6af3a69b5be94c591d3b490cf71036e369,sustainability,PUBLISHED_IN
0011edca7f156e915c4e80c4371d478a1a387eb1,e3s web of conferences,PUBLISHED_IN
00120e6da158e44fd5288f8d0ecaab8d33916111,journal of animal ecology,PUBLISHED_IN
0012248ec25dd1ee029d3d7cd0e304965dbef103,american journal of perinatology reports,PUBLISHED_IN
001250a59b67453e5d4ea5622afab5f4ae8d72d0,journal of diabetes and metabolic disorders,PUBLISHED_IN
0012c20af74a2be116f6cf4353e295215a58f9b6,frontiers in neurology,PUBLISHED_IN
0012cce1000c24c73b6d9fac75e1694b4e565de6,"synergizing management, technology and innovation in generating sustainable and competitive business growth",PUBLISHED_IN
0012fc60f969e8be173555c951c6d783dccfd003,"the journal of nutrition, health & aging",PUBLISHED_IN
00132c835ba2f92e33817ceeca71314e9f8cbb4e,proceedings of the 2024 6th blockchain and internet of things conference,PUBLISHED_IN
00134758fb0528f257da48789213b0595350b3de,ieee systems journal,PUBLISHED_IN
001368e99c02e58177da549620b453dcbf0930e6,journal of food science and technology,PUBLISHED_IN
001380b07e1b7a7294bd1d21d4907856d90de981,practice and experience in advanced research computing,PUBLISHED_IN
0013948cf1c4b854315a6784363cebadf3828391,annals of parasitology,PUBLISHED_IN
0013a3921eca1385ad23619a628d2b91dac895d7,biodiversity information science and standards,PUBLISHED_IN
0013e62134573f0bc2bdc696e31f466ea592bb44,ieee transactions on instrumentation and measurement,PUBLISHED_IN
001409d37a50419092b9da15701b11930f5b2567,journal of the american medical directors association,PUBLISHED_IN
0014109bf6b855a86e01f9d8ff1167f951b81c3a,journal of environmental management,PUBLISHED_IN
0014395a05e02c55bb0fd7ccaadd12307e71fae9,circulation research,PUBLISHED_IN
001472c957337b14534c1204d3e800f0f3356a0e,jurnal akuntansi bisnis dan humaniora,PUBLISHED_IN
00147577856ce18c8c6ff297b146c7addd79d640,"etm - equipment,  technologies, materials",PUBLISHED_IN
001489820a77467aa4ea0e168ba45b89cd81b059,rheumatology,PUBLISHED_IN
0014946cb2b0ce4ebe3125bd894cf9f46fbb6544,return,PUBLISHED_IN
0014974312dfd8d2985037f9c6e053ca5316ef84,"sustainability accounting, management and policy journal",PUBLISHED_IN
00149e106c4732f80cfe4cd7e9cafa7962010419,iop conference series: earth and environment,PUBLISHED_IN
0014ccd02a39fefba50ecf84eacd887cdc0891b5,ieee internet of things journal,PUBLISHED_IN
0014d495d3258c652f579c0c9afd64f5f582ad03,cureus,PUBLISHED_IN
0014d94f6cfe7a8833b2ac6220e8af47696a15d6,free radical biology & medicine,PUBLISHED_IN
0014db39720fd4dd5c2c6dcef74caa2acf12aa83,creative surgery and oncology,PUBLISHED_IN
0014f952ad661367259ff97ee0edacf3e510991f,water,PUBLISHED_IN
0015080982a9567ba2156129e288a39a3ba7363f,abi-technik,PUBLISHED_IN
00154352656757824111282e1cffcb3f1bbe6021,value : jurnal manajemen dan akuntansi,PUBLISHED_IN
00154f4ececeef833c9a35f15ab293b1e273458c,"industrielle beziehungen. zeitschrift für arbeit, organisation und management",PUBLISHED_IN
00156d464f2090156ee550c0ce0c7be7e74e2ed2,technical  mechanics,PUBLISHED_IN
0015e53810da920b382b529dd57c8e95e0e93023,proceedings of the international academic conference on frontiers in social sciences and management innovation (iafsm 2019),PUBLISHED_IN
00160029c21872aa16c3a3b11312462a9c4ab195,eastern mediterranean health journal = la revue de sante de la mediterranee orientale = al-majallah al-sihhiyah li-sharq al-mutawassit,PUBLISHED_IN
0016113ab7c150924e30a0b40f25a6361e792cb8,proceedings of the 29th eg-ice international workshop on intelligent computing in engineering,PUBLISHED_IN
0016171d60614a7b246aac0a31140a7ca453ce41,interdisciplinary journal on law social sciences and humanities,PUBLISHED_IN
001631b501fd1b1f331da6a9a2a7b336f4f52edc,expert opinion on biological therapy,PUBLISHED_IN
001655a792dd467d4f1276e4d541d1c897ab6ed3,encyclopedia of personality and individual differences,PUBLISHED_IN
001657e159f64ea77d1297e7e0de952da93fd8a9,future foods,PUBLISHED_IN
001666ad6b1f1e60dbb47d6d6614a7d91f5dcc81,international journal of current science research and review,PUBLISHED_IN
001697066e2ca01bdf529a399c41077ab6505492,current treatment options in pediatrics,PUBLISHED_IN
0016e92259b6a94f4fd249dcbede43ec15aeddd6,journal of taibah university medical sciences,PUBLISHED_IN
0016f8ceff8a9e24a300d3b48629c9ce4620e31b,e3s web of conferences,PUBLISHED_IN
001720a782840652b573bb4794774aee826510ca,systems and information engineering design symposium,PUBLISHED_IN
00175aab2871ca9a4a825072f26d3a05ac966934,"2021 9th international conference on reliability, infocom technologies and optimization (trends and future directions) (icrito)",PUBLISHED_IN
0017d695f5f6fd9e6e5029c668c0470d66c1b358,"the international conference on education, social sciences and technology (icesst)",PUBLISHED_IN
0017ee188fbb2c00c26738dc85b0e0dbfdc4e642,jurnal farmasi sandi karsa,PUBLISHED_IN
001808394f9f4cb124edfcf524c1866a29bb6f33,the jps jewish heritage torah commentary,PUBLISHED_IN
00185166ad7af3256f993c7975352e6ecd6c58c2,psychiatric quarterly,PUBLISHED_IN
00186799f106a63645e58ac39e6402e50470050d,italian national conference on sensors,PUBLISHED_IN
00186b48211de59774cafa22edf4679dea92e7fa,blood,PUBLISHED_IN
001871b915babca730ef70aa081772d3759de400,diabetes technology & therapeutics,PUBLISHED_IN
00187d19b25733bb719036b272b4d5c79fcde8ba,international journal of innovative research in science engineering and technology,PUBLISHED_IN
00189f80ebe6a63d4077d63284587f54c114458b,applied sciences,PUBLISHED_IN
0018b0826a9268de63228befa31779d6e87ee615,international journal of technology assessment in health care,PUBLISHED_IN
0018b429dcab2ff40183ee5f0226ab1183f7bdda,"southeast european design automation, computer engineering, computer networks and social media conference",PUBLISHED_IN
0018bba81b8c3e51c700bdb2beb4500a4addef82,journal of the national cancer institute,PUBLISHED_IN
0018ea5ba5b08a7cb584d82e0caac06a249fdc7f,agronomy,PUBLISHED_IN
0018ec8f3bd1682ec92f552521d4755aaf2ad609,academic journal of business &amp; management,PUBLISHED_IN
0018f25cd47fdfb59642b5914a70f1620b127ba1,epra international journal of multidisciplinary research,PUBLISHED_IN
0018fabdd08706a00d284cc139310daf3f3f00bb,"2023 ieee international conference on electrical, automation and computer engineering (iceace)",PUBLISHED_IN
00196f9f0e0944ff7d0b5887536e4587fcf1ea07,gut,PUBLISHED_IN
0019782baae3f1fd299688016948986bbe0c01cb,himalayan journal of nursing and midwifery,PUBLISHED_IN
00197a59e99462d6e65d373504459458ee2da389,journal of applied ecology,PUBLISHED_IN
00197a8318cb1f584c0c6374426b12efe01d6e28,british journal of healthcare management,PUBLISHED_IN
0019a59550c6654e8f2f2cd2bc3eee22fa7576b4,jiip - jurnal ilmiah ilmu pendidikan,PUBLISHED_IN
0019b6a94c3467070fda733f68c368d25821285b,international journal of environmental research and public health,PUBLISHED_IN
0019cea5c84197d0ecc6b23f1aa33d9e09f08071,plos one,PUBLISHED_IN
0019d7d357cdb627c930c064b9e8209373d13e8c,european heart journal. acute cardiovascular care,PUBLISHED_IN
0019e656b39da2bb389fa13b9eeb332c7ff27f3f,jurnal manajerial,PUBLISHED_IN
001a0d23f903663ecf2f59fac8bbba1795a1e181,bmj case reports,PUBLISHED_IN
001a1f3fc94c4477852518831ca2ba48d98d8b08,designs,PUBLISHED_IN
001a2afba3ba5dddab1650514a8ba9cb6a2cca77,innovation in aging,PUBLISHED_IN
001af46209bdf12f07cd82391361a5fb3e7597a4,orthopedic nursing,PUBLISHED_IN
001af78497cbd4d9c00e64751273ed5dd5ca6bd9,methomika jurnal manajemen informatika dan komputerisasi akuntansi,PUBLISHED_IN
001b13a9c82bf763ad1fe74af8ffb6049be94381,south african journal of information management,PUBLISHED_IN
001b685497b1c5a691f806143dec89fac430a087,medinfo,PUBLISHED_IN
001bae6629a9aa56b17a222cfaa8d500ebd43587,biorxiv,PUBLISHED_IN
001bcf9d807c575fd730588aebbb37f2ee3941b1,proceedings of the international scientific and practical conference strategy of development of regional ecosystems “education-science-industry” (ispcr 2021),PUBLISHED_IN
001c26cd6edd864522d9dca257a3b91779553e1c,environmental science and pollution research international,PUBLISHED_IN
001c33ab1dfbe1d5b78bfefe92ceeaab797eaade,ieee transactions on computer-aided design of integrated circuits and systems,PUBLISHED_IN
001c61d8ee148c9ceaae2b4672218c1aeefb1e0b,asian journal of agricultural extension economics & sociology,PUBLISHED_IN
001c6478a672d49b97c5e2543371e0636ee8cd7f,journal of infrastructure policy and development,PUBLISHED_IN
001c7118651a4dd643a3fabecab2668db1df78d2,journal of physics: conference series,PUBLISHED_IN
001c860f9c90d6cfdb780139c444f23f763a6ef7,british journal of surgery,PUBLISHED_IN
001c9bb8cece62ddc5a1323e40fc59499cb5f7de,"hematology, transfusion and cell therapy",PUBLISHED_IN
001c9da0ae66ede9fe999de44ac944c23a06a9ac,neurologic clinics,PUBLISHED_IN
001cf302e3b9cf03694439f077f2023d800fce22,ieee computer society annual symposium on vlsi,PUBLISHED_IN
001cf49c2f7871702bb964f5446bffa34fd10858,healthcare,PUBLISHED_IN
001d2024c4d5d9e39ca5262755ec72dfa5140112,ieee international conference on industrial engineering and engineering management,PUBLISHED_IN
001d3fb0a92a83e40271774d7dbc449e3679d68b,biological and clinical sciences research journal,PUBLISHED_IN
001d44242185958e274e4bb8cb76c0678d6a9849,international journal of environmental research and public health,PUBLISHED_IN
001d734c851d545386c44d50b07a4230f0785111,advancement of iot in blockchain technology and its applications,PUBLISHED_IN
001dba90e7d5a6f5299cb6b315ee6d94ba66cbbb,pakistan journal of medical &amp; health sciences,PUBLISHED_IN
001dd13fab3eb46cc5fc2137752b88d35de400a7,archives of physical medicine and rehabilitation,PUBLISHED_IN
001de7984113d00ae13a09654309dabb10de3dc5,logistik im wandel der zeit – von der produktionssteuerung zu vernetzten supply chains,PUBLISHED_IN
001e19fda690b3030bff36d13ade9c983784313e,biomolecules,PUBLISHED_IN
001e4f495e09fd7a59b5e528c816f566a4d1cf7e,2024 opju international technology conference (otcon) on smart computing for innovation and advancement in industry 4.0,PUBLISHED_IN
001e7f83f18298d763780de49127f7d54853f480,journal of social welfare and management,PUBLISHED_IN
001ebb2c2362a0f748d2fcacbfb1c2eda998224a,data in brief,PUBLISHED_IN
001edc548d0737f38abaadb95dc12df4b234c538,veterinary anatomy and physiology,PUBLISHED_IN
001ef06abdf9b1b14822e4abf5a5349fd622ac4e,the lancet respiratory medicine,PUBLISHED_IN
001ef59e56e6ac19775c68c3485ecbcfea0a0533,environmental science and pollution research international,PUBLISHED_IN
001f05c2c2d8cbfcb41fffe61f6d23a589cffbcd,frontiers in aging neuroscience,PUBLISHED_IN
001f381def85f7c5e9a204b093cc229798b2f702,bmc medical education,PUBLISHED_IN
001f4db6f231ffbe75932b72bfa3a5c160889a7d,journal of social science studies,PUBLISHED_IN
001f6d542e320ccfd349a6a0ca355d9f7e22b704,"2021 joint international conference on digital arts, media and technology with ecti northern section conference on electrical, electronics, computer and telecommunication engineering",PUBLISHED_IN
001f9365fd15492d8ea567f4191ead6ff8579686,mitat. minimally invasive therapy & allied technologies,PUBLISHED_IN
00202832acb0fb94090385fc49e7b23b2dfd2835,cardiovascular and interventional radiology,PUBLISHED_IN
